Distribuição por percentis da Percentagem de Poder de Compra (PPC) registada nos municípios, 2017;;;;;;;;
;;;;;;;;
Percentis;;;Percentagem de Poder de Compra;;Percentis;;;Percentagem de Poder de Compra
;;;Lisboa;;;83;;
;;;Porto;;;;;Albufeira
;;;Sintra;;;;;Paços de Ferreira
;99;;Vila Nova de Gaia;;;82;;Sesimbra
;;;Cascais;;;;;Águeda
;;;Matosinhos;;;;;Covilhã
;98;;Oeiras;;;81;;Pombal
;;;Almada;;;;;Alenquer
;;;Braga;;;;;Amarante
;97;;Loures;;;80;;Marco de Canaveses
;;;Amadora;;;;;Guarda
;;;Coimbra;;;;;Marinha Grande
;96;;Maia;;;79;;Ourém
;;;Guimarães;;;;;Beja
;;;Odivelas;;;;;Fafe
;95;;Seixal;;;78;;Olhão
;;;Gondomar;;;;;Ílhavo
;;;Leiria;;;;;Torres Novas
;94;;Vila Franca de Xira;;;77;;Trofa
;;;Funchal;;;;;Angra do Heroísmo
;;;Santa Maria da Feira;;;;;Bragança
;93;;Setúbal;;;76;;Lousada
;;;Aveiro;;;;;Abrantes
;;;Barcelos;;;;;Santa Cruz
;92;;Vila Nova de Famalicão;;;75;;Tomar
;;;Faro;;;;;Chaves
;;;Valongo;;;;;Espinho
;91;;Viseu;;;74;;Vila Verde
;;;Mafra;;;;;Lagos
;;;Viana do Castelo;;;;;Ponte de Lima
;90;;Vila do Conde;;;73;;São João da Madeira
;;;Barreiro;;;;;Benavente
;;;Ponta Delgada;;;;;Cantanhede
;89;;Torres Vedras;;;72;;Esposende
;;;Loulé;;;;;Azambuja
;;;Palmela;;;;;Portalegre
;88;;Paredes;;;;;Santiago do Cacém
;;;Évora;;;71;;Silves
;;;Póvoa de Varzim;;;;;Peniche
;87;;Santo Tirso;;;;;Ribeira Grande
;;;Figueira da Foz;;;70;;Tavira
;;;Portimão;;;;;Alcochete
;86;;Santarém;;;;;Anadia
;;;Moita;;;69;;Estarreja
;;;Montijo;;;;;Cartaxo
;;;Oliveira de Azeméis;;;;;Entroncamento
;85;;Penafiel;;;68;;Fundão
;;;Caldas da Rainha;;;;;Albergaria-a-Velha
;;;Castelo Branco;;;;;Lagoa
;84;;Vila Real;;;67;;Lamego
;;;Alcobaça;;;;;Lourinhã
;;;Felgueiras;;;;;Odemira
;83;;Ovar;;;66;;Tondela
;;;;;;;;
;;;;;;;;
Percentis;;;Percentagem de Poder de Compra;;Percentis;;;Percentagem de Poder de Compra
;66;;;;;49;;
;;;Almeirim;;;;;Bombarral
;;;Câmara de Lobos;;;;;Cabeceiras de Basto
;65;;Vizela;;;48;;Castelo de Paiva
;;;Oliveira do Bairro;;;;;Alcácer do Sal
;;;Porto de Mós;;;;;Cadaval
;64;;Vale de Cambra;;;47;;Nelas
;;;Elvas;;;;;Ansião
;;;Mirandela;;;;;Castro Daire
;63;;Rio Maior;;;46;;Reguengos de Monsaraz
;;;Montemor-o-Velho;;;;;Penacova
;;;Sines;;;;;São Brás de Alportel
;62;;Vila Real de Santo António;;;45;;Valpaços
;;;Mealhada;;;;;Mira
;;;Salvaterra de Magos;;;;;Miranda do Corvo
;61;;Seia;;;44;;Óbidos
;;;Machico;;;;;Gouveia
;;;Vagos;;;;;Ribeira Brava
;60;;Vila da Praia da Vitória;;;43;;Sever do Vouga
;;;Arouca;;;;;Oliveira de Frades
;;;Mangualde;;;;;Tábua
;59;;Póvoa de Lanhoso;;;;;Vieira do Minho
;;;Arcos de Valdevez;;;42;;Vila Pouca de Aguiar
;;;Lousã;;;;;Arganil
;58;;Oliveira do Hospital;;;;;Campo Maior
;;;Arruda dos Vinhos;;;41;;Santa Comba Dão
;;;Condeixa-a-Nova;;;;;Aljustrel
;;;Coruche;;;;;Ponte da Barca
;57;;Montemor-o-Novo;;;40;;Vila Nova de Cerveira
;;;Batalha;;;;;Castro Verde
;;;Horta;;;;;Sátão
;56;;Peso da Régua;;;39;;Vila Franca do Campo
;;;Amares;;;;;Alijó
;;;Monção;;;;;Murtosa
;55;;Ponte de Sôr;;;38;;Sabugal
;;;Caminha;;;;;Calheta (R.A.M.)
;;;Grândola;;;;;Carregal do Sal
;54;;Soure;;;37;;Chamusca
;;;Alcanena;;;;;Moimenta da Beira
;;;Estremoz;;;;;Mortágua
;53;;Nazaré;;;36;;Vila Viçosa
;;;Baião;;;;;Resende
;;;Lagoa (R.A.A);;;;;Trancoso
;52;;Valença;;;35;;Vouzela
;;;Moura;;;;;Ferreira do Alentejo
;;;São Pedro do Sul;;;;;Mogadouro
;51;;Vendas Novas;;;34;;Montalegre
;;;Celorico de Basto;;;;;Alpiarça
;;;Macedo de Cavaleiros;;;;;Idanha-a-Nova
;50;;Sertã;;;33;;Paredes de Coura
;;;Cinfães;;;;;Almodôvar
;;;Serpa;;;;;Ferreira do Zêzere
;49;;Sobral de Monte Agraço;;;32;;Pinhel
;;;;;;;;
;;;;;;;;
Percentis;;;Percentagem de Poder de Compra;;Percentis;;;Percentagem de Poder de Compra
;32;;;;;16;;
;;;Madalena;;;;;Alandroal
;;;Proença-a-Nova;;;;;Constância
;31;;Vila Nova da Barquinha;;;15;;Vila do Bispo
;;;Arraiolos;;;;;Aguiar da Beira
;;;Borba;;;;;Lajes do Pico
;30;;Melgaço;;;;;Monchique
;;;Miranda do Douro;;;14;;Oleiros
;;;Vila do Porto;;;;;Avis
;29;;Vila Nova de Poiares;;;;;Cuba
;;;Ponta do Sol;;;13;;Sernancelhe
;;;Porto Santo;;;;;Santa Cruz da Graciosa
;;;Tarouca;;;;;São Vicente
;28;;Torre de Moncorvo;;;12;;Sousel
;;;Redondo;;;;;Alfândega da Fé
;;;São João da Pesqueira;;;;;Boticas
;27;;Vinhais;;;11;;Nordeste
;;;Belmonte;;;;;Meda
;;;Celorico da Beira;;;;;Penamacor
;26;;Nisa;;;10;;Vila Nova de Paiva
;;;Almeida;;;;;Fornos de Algodres
;;;Castro Marim;;;;;Mesão Frio
;25;;Golegã;;;9;;São Roque do Pico
;;;Alvaiázere;;;;;Pampilhosa da Serra
;;;Mação;;;;;Sardoal
;24;;Vila Nova de Foz Côa;;;8;;Vimioso
;;;Mértola;;;;;Calheta (R.A.A.)
;;;Penalva do Castelo;;;;;Gavião
;23;;Velas;;;7;;Góis
;;;Mondim de Basto;;;;;Castelo de Vide
;;;Terras de Bouro;;;;;Crato
;22;;Viana do Alentejo;;;6;;Fronteira
;;;Povoação;;;;;Alter do Chão
;;;Santana;;;;;Pedrógão Grande
;21;;Vidigueira;;;5;;Vila Velha de Ródão
;;;Portel;;;;;Freixo de Espada à Cinta
;;;Ribeira de Pena;;;;;Monforte
;20;;Santa Marta de Penaguião;;;4;;Vila de Rei
;;;Figueira de Castelo Rodrigo;;;;;Arronches
;;;Penela;;;;;Manteigas
;19;;Vila Flor;;;3;;Marvão
;;;Armamar;;;;;Castanheira de Pêra
;;;Figueiró dos Vinhos;;;;;Mourão
;18;;Sabrosa;;;2;;Santa Cruz das Flores
;;;Carrazeda de Ansiães;;;;;Alcoutim
;;;Mora;;;;;Alvito
;17;;Ourique;;;1;;Penedono
;;;Aljezur;;;;;Barrancos
;;;Murça;;;;;Corvo
;16;;Tabuaço;;;;;Lajes das Flores
;;;;;;;;Porto Moniz
