ordem;nivel;cod_dim2;Zona Geográfica;População residente - Total;População residente - H;População residente - M;População presente - Total;População presente - H;População presente - M;Famílias - Clássicas ;Famílias - Institucionais;Núcleos familiares ;Alojamentos familiares - Total ;Alojamentos familiares - Clássicos;Alojamentos familiares - Não clássicos;Alojamentos colectivos;Edifícios clássicos
177272000;6;110201;                        Arranhó;2381;1180;1201;2352;1155;1197;904;0;760;1176;1176;0;0;1051
177389000;6;110202;                        Arruda dos Vinhos;8656;4258;4398;8385;4076;4309;3236;7;2627;4281;4280;1;9;2507
177573000;6;110203;                        Cardosas;836;400;436;815;385;430;321;1;255;462;462;0;1;445
177615000;6;110204;                        Santiago dos Velhos;1518;733;785;1486;711;775;586;1;459;786;785;1;1;749
177697000;5;1104;                    Cadaval;14228;6871;7357;13620;6509;7111;5580;10;4461;8749;8731;18;15;7878
177698000;6;110401;                        Alguber;957;460;497;932;436;496;337;1;302;553;552;1;1;549
177764000;6;110402;                        Cadaval;3113;1459;1654;2977;1382;1595;1217;1;970;1661;1657;4;2;961
177854000;6;110403;                        Cercal;560;266;294;449;199;250;236;2;185;427;427;0;2;411
177893000;6;110404;                        Figueiros;690;333;357;669;323;346;263;0;222;431;431;0;0;424
177929000;6;110405;                        Lamas;3072;1478;1594;2962;1414;1548;1213;2;958;1961;1958;3;3;1918
178066000;6;110406;                        Painho;1320;634;686;1267;610;657;522;1;423;724;720;4;1;701
178121000;6;110407;                        Peral;905;467;438;878;447;431;368;0;284;647;647;0;2;626
178172000;6;110408;                        Pêro Moniz;639;321;318;612;308;304;263;0;199;430;425;5;1;421
178228000;6;110409;                        Vermelha;1288;619;669;1228;577;651;510;1;407;851;851;0;1;822
178304000;6;110410;                        Vilar;1684;834;850;1646;813;833;651;2;511;1064;1063;1;2;1045
178408000;5;1108;                    Lourinhã;25735;12518;13217;24532;11799;12733;10073;11;7895;17035;17004;31;27;13306
178409000;6;110801;                        Lourinhã;9897;4703;5194;9431;4458;4973;3947;3;3041;7409;7393;16;12;4573
178809000;6;110802;                        Miragaia;1822;905;917;1744;853;891;705;0;568;1010;1009;1;0;983
178909000;6;110803;                        Moita dos Ferreiros;1734;845;889;1676;801;875;702;1;537;1133;1128;5;2;1071
179012000;6;110804;                        Moledo;472;232;240;461;226;235;188;0;143;318;317;1;0;309
179048000;6;110805;                        Reguengo Grande;1626;793;833;1547;748;799;632;1;506;1077;1074;3;2;1016
179127000;6;110806;                        Santa Bárbara;1943;943;1000;1815;864;951;688;1;583;984;982;2;1;932
179219000;6;110807;                        São Bartolomeu dos Galegos;1011;495;516;971;471;500;400;1;316;748;747;1;3;727
179290000;6;110808;                        Vimeiro;1470;742;728;1410;705;705;594;2;441;932;932;0;2;755
179370000;6;110809;                        Marteleira;1761;873;888;1686;827;859;677;1;528;1007;1006;1;1;931
179464000;6;110810;                        Ribamar;2141;1081;1060;2026;995;1031;846;0;663;1253;1252;1;2;953
179523000;6;110811;                        Atalaia;1858;906;952;1765;851;914;694;1;569;1164;1164;0;2;1056
179581000;5;1112;                    Sobral de Monte Agraço;10156;5003;5153;9905;4847;5058;3859;5;3095;5297;5294;3;6;4113
179582000;6;111201;                        Santo Quintino;3706;1843;1863;3677;1800;1877;1427;1;1155;2071;2071;0;1;1839
179775000;6;111202;                        Sapataria;3044;1534;1510;2958;1485;1473;1121;2;898;1483;1482;1;2;1248
179919000;6;111203;                        Sobral de Monte Agraço;3406;1626;1780;3270;1562;1708;1311;2;1042;1743;1741;2;3;1026
180029000;5;1113;                    Torres Vedras;79465;38368;41097;76818;36746;40072;30164;33;24553;45285;45242;43;65;32816
180030000;6;111301;                        A dos Cunhados;8459;4190;4269;8001;3907;4094;3123;8;2604;5691;5683;8;10;4353
180348000;6;111302;                        Campelos;2827;1378;1449;2706;1293;1413;1035;1;885;1367;1364;3;1;1224
180443000;6;111303;                        Carmões;831;398;433;809;387;422;313;1;247;533;533;0;1;525
180484000;6;111304;                        Carvoeira;1583;734;849;1534;709;825;628;0;494;1045;1045;0;0;1015
180564000;6;111305;                        Dois Portos;2124;1012;1112;1995;948;1047;847;0;665;1484;1482;2;0;1434
180679000;6;111306;                        Freiria;2461;1219;1242;2429;1194;1235;882;1;744;1225;1216;9;1;1164
180771000;6;111307;                        Matacães;1087;513;574;1047;497;550;394;1;324;593;593;0;1;578
180832000;6;111308;                        Maxial;2751;1315;1436;2633;1230;1403;1053;2;870;1454;1452;2;2;1415
180956000;6;111309;                        Monte Redondo;795;371;424;772;363;409;287;2;238;417;417;0;2;386
180991000;6;111310;                        Ponte do Rol;2444;1163;1281;2379;1120;1259;905;1;759;1090;1090;0;2;910
181057000;6;111311;                        Ramalhal;3472;1725;1747;3353;1650;1703;1296;1;1080;1675;1673;2;1;1539
181193000;6;111312;                        Runa;1004;476;528;977;458;519;353;1;290;491;491;0;1;438
181221000;6;111313;                        Torres Vedras (Santa Maria do Castelo e São Miguel);6665;3180;3485;6444;3033;3411;2669;1;2089;3552;3551;1;2;2066
181393000;6;111314;                        São Pedro da Cadeira;5077;2557;2520;4938;2464;2474;1788;2;1546;2587;2583;4;3;2341
181559000;6;111315;                        Torres Vedras (São Pedro e Santiago);17965;8327;9638;17354;7996;9358;7093;9;5494;9282;9276;6;17;3514
181889000;6;111316;                        Silveira;8530;4180;4350;8182;3972;4210;3207;0;2645;6768;6765;3;6;4564
182244000;6;111317;                        Turcifal;3342;1628;1714;3351;1625;1726;1269;2;1057;2002;2002;0;5;1742
182381000;6;111318;                        Ventosa;5276;2639;2637;5117;2544;2573;1938;0;1642;2427;2425;2;1;2336
182559000;6;111319;                        Outeiro da Cabeça;840;412;428;823;398;425;336;0;268;453;453;0;0;391
182594000;6;111320;                        Maceira;1932;951;981;1974;958;1016;748;0;612;1149;1148;1;9;881
182653000;4;16C;                Médio Tejo;220661;105219;115442;212112;100134;111978;87011;269;67751;137233;137072;161;479;107291
182654000;5;1401;                    Abrantes;39325;18950;20375;37754;18016;19738;15996;30;12406;25504;25480;24;54;20368
182655000;6;140101;                        Aldeia do Mato;441;203;238;420;192;228;207;0;141;610;610;0;2;562
182702000;6;140102;                        Alferrarede;3884;1857;2027;3718;1767;1951;1538;4;1208;2264;2262;2;4;1644
182799000;6;140103;                        Alvega;1499;734;765;1455;697;758;616;1;483;1094;1093;1;3;1080
182869000;6;140104;                        Bemposta;1795;878;917;1709;816;893;741;1;597;1303;1302;1;2;1297
182926000;6;140105;                        Martinchel;604;299;305;571;276;295;249;0;200;462;462;0;1;458
182964000;6;140106;                        Mouriscas;1832;878;954;1873;919;954;756;8;558;1472;1470;2;9;1455
183070000;6;140107;                        Pego;2431;1189;1242;2348;1139;1209;1016;2;788;1650;1649;1;5;1573
183119000;6;140108;                        Rio de Moinhos;1202;583;619;1133;544;589;487;1;376;779;779;0;4;728
183165000;6;140109;                        Rossio ao Sul do Tejo;2012;955;1057;2018;951;1067;811;1;617;1186;1185;1;2;766
183208000;6;140110;                        São Facundo;927;471;456;908;458;450;399;0;295;691;689;2;0;680
183247000;6;140111;                        Abrantes (São João);1699;767;932;1622;717;905;673;4;491;1064;1064;0;6;593
183299000;6;140112;                        São Miguel do Rio Torto;2869;1371;1498;2743;1296;1447;1225;1;947;1984;1976;8;3;1804
183385000;6;140113;                        Abrantes (São Vicente);11622;5594;6028;10964;5208;5756;4520;5;3608;6088;6085;3;9;3016
183589000;6;140114;                        Souto;418;200;218;405;197;208;194;0;140;604;604;0;0;600
183631000;6;140115;                        Tramagal;3500;1679;1821;3391;1619;1772;1464;2;1147;2008;2007;1;3;1921
183741000;6;140116;                        Vale das Mós;588;300;288;559;282;277;250;0;186;428;427;1;0;403
183765000;6;140117;                        Concavada;653;343;310;606;312;294;252;0;200;426;426;0;1;406
183794000;6;140118;                        Fontes;627;299;328;611;293;318;283;0;194;711;711;0;0;708
183839000;6;140119;                        Carvalhal;722;350;372;700;333;367;315;0;230;680;679;1;0;674
183888000;5;1402;                    Alcanena;13868;6686;7182;13186;6305;6881;5550;4;4263;8063;8060;3;11;6697
183889000;6;140201;                        Alcanena;4131;2003;2128;3789;1814;1975;1652;2;1270;2262;2260;2;6;1493
184036000;6;140202;                        Bugalhos;1084;537;547;1048;515;533;406;0;331;588;588;0;0;565
184102000;6;140203;                        Espinheiro;553;260;293;522;241;281;245;0;177;379;379;0;0;369
184148000;6;140204;                        Louriceira;583;294;289;559;281;278;239;0;185;353;353;0;0;348
184203000;6;140205;                        Malhou;773;388;385;760;381;379;309;0;245;527;527;0;0;515
184280000;6;140206;                        Minde;3293;1551;1742;3139;1463;1676;1272;1;1009;1833;1833;0;1;1422
184433000;6;140207;                        Moitas Venda;866;408;458;826;388;438;351;0;258;576;576;0;2;554
184476000;6;140208;                        Monsanto;886;436;450;852;415;437;376;0;276;523;522;1;0;508
184543000;6;140209;                        Serra de Santo António;725;341;384;765;359;406;289;1;212;454;454;0;2;441
184620000;6;140210;                        Vila Moreira;974;468;506;926;448;478;411;0;300;568;568;0;0;482
184673000;5;1408;                    Constância;4056;1946;2110;4009;1944;2065;1565;3;1271;2175;2170;5;6;1851
184674000;6;140801;                        Constância;993;468;525;947;439;508;383;1;298;583;583;0;3;465
184753000;6;140802;                        Montalvo;1275;625;650;1226;595;631;473;2;398;614;612;2;2;470
184784000;6;140803;                        Santa Margarida da Coutada;1788;853;935;1836;910;926;709;0;575;978;975;3;1;916
184857000;5;1410;                    Entroncamento;20206;9629;10577;19259;9024;10235;8067;7;6377;10703;10697;6;12;4150
184858000;6;141001;                        São João Baptista;7576;3552;4024;7309;3363;3946;3270;2;2487;4440;4436;4;5;1581
184992000;6;141002;                        Nossa Senhora de Fátima;12630;6077;6553;11950;5661;6289;4797;5;3890;6263;6261;2;7;2569
185195000;5;1411;                    Ferreira do Zêzere;8619;4098;4521;8334;3941;4393;3438;7;2648;7508;7503;5;17;6933
185196000;6;141101;                        Águas Belas;1072;520;552;1023;490;533;429;0;336;886;885;1;0;858
185340000;6;141102;                        Areias;1484;693;791;1434;664;770;615;2;440;1476;1475;1;2;1469
185481000;6;141103;                        Beco;906;416;490;878;406;472;365;0;292;759;759;0;1;759
185599000;6;141104;                        Chãos;597;278;319;593;275;318;252;0;196;618;618;0;0;612
185672000;6;141105;                        Dornes;594;288;306;588;287;301;251;1;191;587;585;2;5;585
185741000;6;141106;                        Ferreira do Zêzere;2353;1136;1217;2284;1097;1187;878;3;705;1800;1800;0;7;1288
185875000;6;141107;                        Igreja Nova do Sobral;662;312;350;615;285;330;272;1;192;625;624;1;1;615
185981000;6;141108;                        Paio Mendes;495;239;256;473;226;247;191;0;151;425;425;0;1;419
186054000;6;141109;                        Pias;456;216;240;446;211;235;185;0;145;332;332;0;0;328
186090000;5;1417;                    Sardoal;3939;1916;2023;3731;1790;1941;1514;13;1184;2970;2969;1;15;2810
186091000;6;141701;                        Alcaravela;904;439;465;851;403;448;344;2;278;695;695;0;2;682
186200000;6;141702;                        Santiago de Montalegre;229;111;118;221;108;113;99;0;73;312;312;0;0;312
186260000;6;141703;                        Sardoal;2404;1172;1232;2277;1095;1182;906;9;709;1579;1578;1;11;1435
186420000;6;141704;                        Valhascos;402;194;208;382;184;198;165;2;124;384;384;0;2;381
186452000;5;1418;                    Tomar;40677;19271;21406;39449;18538;20911;16353;38;12552;26300;26232;68;68;20756
186453000;6;141801;                        Alviobeira;623;297;326;596;284;312;247;0;186;476;476;0;1;468
186513000;6;141802;                        Asseiceira;2945;1417;1528;2801;1332;1469;1167;2;936;1665;1663;2;4;1615
186659000;6;141803;                        Beselga;751;365;386;729;348;381;321;0;240;645;645;0;0;642
186733000;6;141804;                        Carregueiros;1179;558;621;1111;518;593;467;0;377;716;716;0;0;698
186798000;6;141805;                        Casais;2342;1128;1214;2250;1070;1180;927;2;744;1592;1592;0;2;1551
186932000;6;141806;                        Junceira;889;422;467;879;418;461;319;1;248;670;670;0;3;656
187015000;6;141807;                        Madalena;3239;1626;1613;3044;1520;1524;1227;6;1005;1784;1784;0;7;1732
187153000;6;141808;                        Olalhas;1415;690;725;1345;641;704;559;1;407;1302;1302;0;2;1289
187286000;6;141809;                        Paialvo;2599;1227;1372;2511;1156;1355;1003;9;783;1521;1518;3;11;1491
187469000;6;141810;                        Pedreira;549;253;296;550;258;292;223;0;185;335;335;0;0;323
187491000;6;141811;                        Santa Maria dos Olivais;12616;5847;6769;12466;5766;6700;5188;9;3890;7189;7184;5;17;3169
187710000;6;141812;                        Tomar (São João Baptista);5593;2614;2979;5390;2487;2903;2328;2;1721;3351;3299;52;14;2178
187856000;6;141813;                        São Pedro de Tomar;3027;1470;1557;2947;1427;1520;1163;4;949;1878;1875;3;4;1813
188035000;6;141814;                        Sabacheira;955;443;512;918;430;488;406;1;303;867;867;0;1;859
188138000;6;141815;                        Serra;1191;552;639;1176;537;639;488;1;331;1719;1716;3;2;1691
188291000;6;141816;                        Além da Ribeira;764;362;402;736;346;390;320;0;247;590;590;0;0;581
188360000;5;1419;                    Torres Novas;36717;17511;19206;35111;16616;18495;14628;36;11448;20862;20847;15;43;16603
188361000;6;141901;                        Alcorochel;810;391;419;754;358;396;341;1;253;505;504;1;1;503
188399000;6;141902;                        Assentiz;2921;1390;1531;2838;1348;1490;1177;2;905;1942;1942;0;2;1929
188568000;6;141903;                        Brogueira;1112;530;582;1083;513;570;431;0;358;661;660;1;0;659
188637000;6;141904;                        Chancelaria;1659;797;862;1594;763;831;664;2;501;1110;1107;3;2;1099
188753000;6;141905;                        Lapas;2590;1253;1337;2450;1170;1280;1031;1;802;1240;1240;0;1;762
188801000;6;141906;                        Olaia;1725;860;865;1658;814;844;695;3;537;1050;1050;0;3;1024
188896000;6;141907;                        Paço;684;353;331;648;333;315;286;0;223;479;479;0;1;478
188944000;6;141908;                        Parceiros de Igreja;907;434;473;888;423;465;382;0;294;724;722;2;1;704
189011000;6;141909;                        Pedrógão;2037;970;1067;1934;917;1017;780;1;625;1246;1245;1;1;1219
189143000;6;141910;                        Riachos;5247;2496;2751;5080;2396;2684;2053;6;1678;2558;2557;1;7;2193
189244000;6;141911;                        Ribeira Branca;618;292;326;602;283;319;249;0;204;414;414;0;0;408
189293000;6;141912;                        Torres Novas (Salvador);2227;1040;1187;2122;977;1145;832;7;618;1154;1153;1;8;693
189363000;6;141913;                        Torres Novas (Santa Maria);5026;2388;2638;4843;2301;2542;1972;4;1571;2683;2683;0;7;1585
189484000;6;141914;                        Torres Novas (Santiago);993;466;527;913;425;488;429;0;317;687;686;1;0;580
189549000;6;141915;                        Torres Novas (São Pedro);5466;2527;2939;5159;2358;2801;2257;6;1711;2998;2995;3;6;1461
189662000;6;141916;                        Zibreira;1028;508;520;954;467;487;391;2;324;578;577;1;2;557
189724000;6;141917;                        Meia Via;1667;816;851;1591;770;821;658;1;527;833;833;0;1;749
189763000;5;1420;                    Vila Nova da Barquinha;7322;3555;3767;7093;3417;3676;2910;5;2321;4102;4096;6;12;3414
189764000;6;142001;                        Atalaia;1697;833;864;1628;792;836;651;1;549;856;856;0;2;789
189832000;6;142002;                        Praia do Ribatejo;1702;819;883;1716;844;872;684;2;521;1080;1075;5;5;997
189952000;6;142003;                        Tancos;243;136;107;232;125;107;87;1;68;149;149;0;1;143
189984000;6;142004;                        Vila Nova da Barquinha;1588;751;837;1503;702;801;656;1;509;953;953;0;2;599
190086000;6;142005;                        Moita do Norte;2092;1016;1076;2014;954;1060;832;0;674;1064;1063;1;2;886
190182000;5;1421;                    Ourém;45932;21657;24275;44186;20543;23643;16990;126;13281;29046;29018;28;241;23709
190183000;6;142101;                        Alburitel;1179;570;609;1124;533;591;434;3;366;609;609;0;4;605
190223000;6;142102;                        Atouguia;2454;1187;1267;2374;1130;1244;888;1;722;1354;1354;0;1;1329
190331000;6;142103;                        Casal dos Bernardos;921;430;491;887;413;474;374;0;290;818;818;0;0;816
190407000;6;142104;                        Caxarias;2166;1029;1137;2115;992;1123;850;1;676;1477;1474;3;3;1307
190525000;6;142105;                        Espite;1104;501;603;1070;487;583;457;3;352;1059;1059;0;3;1060
190625000;6;142106;                        Fátima;11596;5238;6358;11434;5073;6361;3900;97;2997;6575;6566;9;197;3704
190920000;6;142107;                        Formigais;375;177;198;360;170;190;164;0;120;325;323;2;2;326
190947000;6;142108;                        Freixianda;2474;1168;1306;2429;1135;1294;939;3;719;1806;1805;1;4;1760
191116000;6;142109;                        Gondemaria;1175;570;605;1118;536;582;450;0;355;754;752;2;0;744
191177000;6;142110;                        Olival;1995;953;1042;1931;920;1011;811;2;611;1462;1461;1;3;1450
191314000;6;142111;                        Nossa Senhora das Misericórdias;5077;2481;2596;4788;2303;2485;1799;3;1474;2729;2728;1;4;2584
191527000;6;142112;                        Rio de Couros;1877;895;982;1788;845;943;717;0;588;1404;1404;0;0;1395
191638000;6;142113;                        Seiça;2076;968;1108;2001;920;1081;855;1;633;1531;1530;1;2;1519
191763000;6;142114;                        Urqueira;1682;807;875;1583;756;827;694;0;514;1356;1355;1;0;1349
191851000;6;142115;                        Nossa Senhora da Piedade;7217;3464;3753;6745;3175;3570;2712;8;2111;4167;4162;5;14;2151
192037000;6;142116;                        Matas;944;446;498;897;428;469;355;2;287;634;634;0;2;628
192108000;6;142117;                        Cercal;784;390;394;742;365;377;284;0;233;410;409;1;0;409
192146000;6;142118;                        Ribeira do Fárrio;836;383;453;800;362;438;307;2;233;576;575;1;2;573
