ordem,nivel,cod_dim2,Zona Geográfica,População residente - Total,População residente - H,População residente - M,População presente - Total,População presente - H,População presente - M,Famílias - Clássicas ,Famílias - Institucionais,Núcleos familiares ,Alojamentos familiares - Total ,Alojamentos familiares - Clássicos,Alojamentos familiares - Não clássicos,Alojamentos colectivos,Edifícios clássicos
162011000,6,91306,Feital,65,31,34,64,30,34,27,0,19,99,99,0,2,101
162024000,6,91307,Fiães,273,135,138,272,134,138,114,0,90,239,239,0,0,237
162053000,6,91308,Freches,456,213,243,439,209,230,191,0,141,420,420,0,0,418
162083000,6,91309,Granja,151,75,76,141,68,73,65,0,45,204,204,0,0,204
162109000,6,91310,Guilheiro,184,91,93,184,91,93,77,0,56,207,207,0,0,201
162129000,6,91311,Moimentinha,229,106,123,209,96,113,98,0,74,184,184,0,0,184
162147000,6,91312,Moreira de Rei,508,233,275,501,231,270,231,0,168,466,466,0,0,466
162205000,6,91313,Palhais,196,90,106,171,77,94,75,0,67,152,152,0,1,151
162224000,6,91314,Póvoa do Concelho,276,132,144,265,131,134,110,0,82,238,238,0,0,237
162246000,6,91315,Reboleiro,324,146,178,289,123,166,90,3,61,150,150,0,2,150
162261000,6,91316,Rio de Mel,323,164,159,323,163,160,132,0,105,221,221,0,0,217
162287000,6,91317,Trancoso (Santa Maria),1577,771,806,1529,741,788,605,1,470,1101,1101,0,4,941
162391000,6,91318,Trancoso (São Pedro),1712,780,932,1684,759,925,582,4,488,1106,1106,0,5,886
162498000,6,91319,Sebadelhe da Serra,130,66,64,130,66,64,63,0,47,140,140,0,0,140
162517000,6,91320,Souto Maior,131,62,69,131,62,69,66,0,42,175,175,0,0,175
162535000,6,91321,Tamanhos,250,120,130,237,108,129,107,0,83,274,274,0,0,273
162561000,6,91322,Terrenho,113,55,58,110,52,58,47,0,37,119,119,0,2,120
162582000,6,91323,Torre do Terrenho,158,68,90,158,68,90,66,0,47,169,169,0,0,169
162610000,6,91324,Torres,137,62,75,135,60,75,63,0,40,168,168,0,0,168
162632000,6,91325,Valdujo,185,84,101,182,82,100,92,0,61,297,297,0,0,297
162660000,6,91326,Vale do Seixo,127,56,71,127,56,71,57,0,42,147,147,0,0,146
162678000,6,91327,Vila Franca das Naves,965,475,490,921,450,471,394,0,292,689,689,0,2,643
162721000,6,91328,Vila Garcia,118,61,57,116,59,57,60,0,41,168,168,0,0,168
162742000,6,91329,Vilares,196,87,109,193,85,108,87,0,64,208,208,0,0,206
162770000,6,50201,Alcains,5022,2463,2559,4777,2331,2446,1984,3,1582,3110,3109,1,5,2373
162893000,6,50202,Almaceda,677,310,367,614,274,340,332,1,201,576,575,1,1,576
162979000,6,50203,Benquerenças,720,357,363,692,341,351,322,1,239,651,651,0,1,643
163015000,6,50204,Cafede,263,122,141,257,118,139,116,0,88,211,211,0,0,210
163036000,6,50205,Castelo Branco,35242,16645,18597,34318,15998,18320,14023,19,10899,19711,19692,19,39,7020
163605000,6,50206,Cebolais de Cima,1026,485,541,993,467,526,457,1,329,733,733,0,2,698
163647000,6,50207,Escalos de Baixo,746,350,396,734,342,392,334,0,244,692,692,0,1,676
163688000,6,50208,Escalos de Cima,938,462,476,883,428,455,397,0,298,681,677,4,0,659
163708000,6,50209,Freixial do Campo,468,226,242,441,213,228,196,1,151,342,342,0,1,335
163735000,6,50210,Juncal do Campo,355,158,197,338,147,191,175,0,119,476,475,1,0,473
163768000,6,50211,Lardosa,961,446,515,968,447,521,408,2,307,851,851,0,3,829
163791000,6,50212,Louriçal do Campo,636,313,323,607,292,315,280,1,188,587,586,1,1,574
163833000,6,50213,Lousa,621,304,317,612,295,317,294,0,209,498,498,0,0,484
163847000,6,50214,Malpica do Tejo,517,242,275,526,246,280,273,0,157,742,742,0,2,743
163886000,6,50215,Mata,470,226,244,451,215,236,224,0,159,492,491,1,1,490
163910000,6,50216,Monforte da Beira,378,184,194,381,185,196,201,0,117,634,631,3,0,631
163936000,6,50217,Ninho do Açor,380,194,186,392,200,192,166,0,129,327,327,0,0,321
163950000,6,50218,Póvoa de Rio de Moinhos,663,330,333,623,306,317,294,0,217,597,597,0,0,584
163973000,6,50219,Retaxo,843,402,441,803,376,427,372,0,284,605,605,0,1,583
164021000,6,50220,Salgueiro do Campo,891,411,480,864,397,467,376,2,266,745,744,1,2,741
164078000,6,50221,Santo André das Tojeiras,747,345,402,725,336,389,400,0,255,968,968,0,0,968
164178000,6,50222,São Vicente da Beira,1259,609,650,1191,575,616,521,1,372,1389,1388,1,4,1365
164257000,6,50223,Sarzedas,1335,613,722,1317,602,715,671,1,437,1664,1663,1,1,1664
164457000,6,50224,Sobral do Campo,366,174,192,353,168,185,165,0,117,447,447,0,0,443
164479000,6,50225,Tinalhas,585,290,295,576,280,296,263,0,193,587,587,0,1,586
164507000,6,50501,Alcafozes,202,94,108,215,99,116,106,0,64,347,347,0,1,348
164531000,6,50502,Aldeia de Santa Margarida,292,144,148,289,142,147,139,0,98,427,426,1,1,427
164546000,6,50503,Idanha-a-Nova,2352,1125,1227,2419,1135,1284,906,3,679,1881,1881,0,9,1733
164647000,6,50504,Idanha-a-Velha,63,30,33,61,28,33,33,0,23,93,93,0,1,94
164654000,6,50505,Ladoeiro,1290,622,668,1291,614,677,551,1,415,1100,1098,2,2,1097
164726000,6,50506,Medelim,272,126,146,263,121,142,135,0,85,379,379,0,1,373
164749000,6,50507,Monfortinho,536,251,285,494,232,262,267,0,180,631,631,0,6,609
