X,Y,Predicted_daily_views,keep
-7.45928853491375,37.345652660694434,9957.019866828557,0
-7.23179105733551,38.771850336605844,1874.406944569868,0
-8.54571376281178,39.309387093260874,3747.843379488851,0
-8.310806879566027,41.264660684732036,15268.222323036416,0
-8.232694967061754,38.438293661534594,4924.3767453082,1
-8.427905776277235,37.28005633211783,2185.9214152429063,0
-7.230150062530029,40.06393465276521,1151.0141928139258,0
-8.68006715787098,39.97041631960677,13993.72181398178,1
-7.5159861915240995,39.14923569074442,2325.101257831563,0
-7.660698276238282,39.32868421313527,3502.29318630306,1
-8.672137151004183,41.51424081041733,3645.677588443201,0
-6.928225585625306,41.65658663975623,-705.5620382903901,0
-8.832505002294667,40.088552744911915,13110.220145571931,0
-7.536803286156513,38.74501456189254,1425.0345861230378,0
-8.236717367557567,38.63112754015481,4753.155610003752,0
-8.380677147066162,38.20695467343965,2503.8343696251454,0
-8.599258520671576,39.02674635600267,10353.908798715216,0
-7.49132955333932,41.62978847472143,2759.0600759707,0
-7.983071073253512,39.19561518019765,4321.24216629598,0
-8.767918191928793,37.58668727366731,4485.641822980869,0
-7.920668031699236,37.232054128311646,5736.386886202014,0
-7.926489153239501,37.615186533186915,5261.825035458917,0
-7.786835956088531,38.32162583528863,8560.057406334334,0
-8.282016053441676,37.857462538993424,1402.6925377181365,0
-8.626461665728154,39.76475135210415,8794.1201267152,0
-8.034449995664627,39.28633066044316,1340.8506054928475,1
-8.371730139064834,37.34234414372111,1210.4920295690317,0
-8.638340094329969,40.89717420367941,5934.346059575145,0
-7.232877569431796,39.74198609975332,4658.907560839021,0
-8.314631388481068,41.25096865332712,3253.929645381257,1
-6.884024628080443,40.541590501104764,2360.961406651849,0
-8.15612035611187,38.752709779431555,2873.330041423575,0
-8.646507881022774,40.44791150559349,2745.6380349442134,0
-8.434398110815806,38.38502511336921,5377.956515206769,0
-7.72839447904791,37.515018011235696,6970.668856949698,1
-8.353721418479122,37.10426935056401,8640.925680618373,0
-8.539450672673471,40.15161541295276,2824.5963656769964,0
-8.192264616479324,41.969788464812254,3619.7242514225154,0
-8.922527776307106,39.506973234155836,17025.706622405807,0
-7.14128379376692,40.97044896879366,1533.3597863124776,0
-6.950385607662803,38.17583523915085,9540.837263917927,0
-8.753705664056792,38.325678688786134,4779.757270046369,0
-7.633297576083628,37.231475634282305,10338.961959003089,0
-6.697162659970104,41.42130811007014,1212.8315513543973,0
-7.4963268835090275,38.22112272671027,7748.79295456053,0
-7.691628938425659,41.66545306256237,3294.953234067064,0
-8.587719980538697,38.113436312284584,3720.3744074229544,0
-8.625413353499592,41.1439980050976,16579.31399966844,1
-7.888220188984661,39.59871620520783,250.2743954846177,0
-7.0516801863440115,40.83686446895471,3501.6943769463273,0
-8.081243412524302,37.84404869613452,1947.1371939381263,0
-8.776368986079984,40.16758999566028,3592.905203484914,0
-8.775272488381248,41.696057616262905,7688.510956078872,1
-7.199496981529876,40.322340042515314,1848.4691754181367,0
-8.177503440320443,40.03652202645015,4848.544917992392,0
-7.859170534506234,39.6152181137556,425.49056061811064,0
-8.608506455442104,38.829612627356305,5914.5971931052545,0
-7.34906156940351,38.67371382489655,5266.765065917446,1
-7.661165897982631,40.084117618969756,1218.770191420373,0
-8.728867243280465,37.82183926388241,2074.064164597947,1
-9.166328587250725,38.81971454212503,9383.569850236086,0
-7.9031498423488,38.220199526565246,9487.118747236973,0
-7.670820137434145,40.83772899162561,2223.7691920551165,0
-7.520545138823696,38.993734982946954,1987.9054755644474,0
-8.031354272599568,40.07977413138812,5155.610262976785,0
-8.161573207308052,41.778089054004425,8782.237319007929,0
-7.343922626784163,41.65501362443455,1713.2807687233205,0
-7.8005926473065585,38.53280289153465,7373.212400411509,0
-7.024009514898353,40.44618637716496,1866.5030677265142,0
-6.884925407572965,41.493370042432026,947.7859243878673,0
-6.383991022372097,41.49095099925857,-1085.8342805591215,0
-8.701661427411551,39.436461772943275,5268.442099075034,0
-7.211795005525971,41.22613656278976,9210.827676095001,0
-8.323487401614607,40.40768127754839,3864.401113963155,0
-8.982372456069456,38.69836126969741,5283.035438126378,0
-8.528655570205483,40.172316085240425,3351.79687023351,0
-8.635013027062307,40.961812458377935,5475.6185218346045,0
-8.795213151347742,38.65898747421186,5683.73605236589,0
-8.11504256459385,37.291328579929385,3971.087853892987,0
-7.173800173589424,40.589711840431185,142.40837474841013,0
-7.561278962024684,38.9601579780569,3307.764066412235,0
-7.9766659578986285,38.80049806880016,2380.81366701088,1
-8.872056763197588,39.95752850113341,1173.844292346963,0
-7.14504801419578,38.88397717096056,586.0594798572324,0
-8.40383292898051,38.70525727810451,3208.960218304538,0
-6.49958194553987,41.518473241578604,-1239.5488213792619,0
-7.8076881563092755,37.04728152927844,7561.009540273437,0
-8.2911768510359,40.78265433393219,-673.5341928271203,0
